employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled
E01903,37,Other,Married,48378,Full-time,North,0,2.5,1
E01904,33,Male,Single,53146,Full-time,North,1,0.8,0
E01905,21,Female,Widowed,70307,Full-time,South,1,1.7,0
E01906,23,Male,Single,62244,Full-time,East,0,2.0,0
E01907,39,Male,Married,67349,Full-time,North,0,11.1,0
E01908,43,Male,Married,53946,Full-time,North,1,0.9,0
E01909,20,Male,Married,43495,Part-time,West,0,1.7,0
E01910,58,Male,Married,20000,Contract,South,0,2.5,0
E01911,59,Male,Divorced,71229,Full-time,North,0,1.5,0
E01912,31,Male,Married,20000,Part-time,North,1,0.4,0
E01913,28,Female,Single,73813,Full-time,East,1,6.6,1
E01914,35,Male,Married,61113,Full-time,South,0,4.8,0
E01915,29,Female,Divorced,79528,Full-time,North,1,0.9,0
E01916,40,Female,Married,53985,Part-time,East,1,1.8,0
E01917,29,Female,Married,57504,Full-time,North,1,4.0,0
E01918,30,Female,Married,47221,Full-time,Central,1,10.9,1
E01919,42,Female,Single,51136,Contract,East,1,0.6,1
E01920,62,Female,Single,39128,Full-time,Central,0,3.0,0
E01921,36,Male,Widowed,48238,Full-time,North,0,5.1,1
E01922,63,Female,Married,37302,Part-time,East,1,0.1,0
E01923,53,Female,Single,50693,Full-time,South,0,5.0,0
E01924,62,Male,Divorced,49615,Full-time,West,1,4.7,0
E01925,25,Male,Married,49697,Full-time,North,1,7.7,0
E01926,46,Male,Married,48645,Part-time,East,1,0.3,0
E01927,49,Female,Single,40729,Full-time,Central,0,0.4,0
E01928,61,Male,Divorced,58393,Part-time,East,0,2.2,0
E01929,35,Female,Married,54723,Contract,South,0,6.2,0
E01930,23,Male,Married,54144,Intern,East,0,6.2,1
E01931,35,Female,Single,35873,Full-time,Central,1,3.6,0
E01932,36,Male,Single,60100,Part-time,North,1,1.8,0
E01933,39,Male,Single,38543,Full-time,Central,1,0.8,0
E01934,54,Female,Divorced,42158,Contract,Central,0,1.9,1
E01935,49,Male,Single,51376,Contract,Central,1,0.7,0
E01936,58,Male,Married,67252,Full-time,West,1,4.4,1
E01937,20,Male,Single,31882,Part-time,North,0,1.6,1
E01938,45,Female,Single,35170,Contract,West,1,2.3,0
E01939,27,Female,Single,20556,Full-time,East,0,3.4,1
E01940,52,Female,Married,57593,Part-time,North,0,2.2,0
E01941,46,Female,Married,44940,Contract,North,0,4.2,0
E01942,32,Male,Widowed,56366,Contract,East,1,4.6,0
E01943,50,Female,Divorced,55073,Full-time,East,0,0.8,0
E01944,24,Female,Single,61820,Contract,Central,1,1.1,0
E01945,29,Male,Married,50021,Part-time,North,0,0.2,0
E01946,47,Male,Married,39360,Full-time,South,0,0.3,0
E01947,38,Male,Divorced,53480,Part-time,Central,0,5.3,0
E01948,48,Female,Single,56218,Full-time,North,1,0.7,0
E01949,41,Male,Married,44774,Full-time,East,1,5.4,1
E01950,37,Female,Single,51362,Contract,East,1,12.8,0
E01951,54,Male,Single,29824,Intern,South,0,0.8,0
E01952,21,Male,Single,30912,Contract,North,0,1.9,0
E01953,45,Male,Single,25093,Full-time,West,0,2.3,0
E01954,61,Male,Married,54328,Full-time,Central,0,8.6,1
E01955,37,Male,Married,61099,Intern,North,1,0.6,0
E01956,41,Male,Married,28616,Contract,West,0,5.4,0
E01957,49,Male,Single,52416,Intern,East,0,9.5,0
E01958,58,Male,Single,56707,Full-time,East,1,2.4,1
E01959,53,Male,Single,44010,Contract,West,0,0.5,1
E01960,51,Other,Divorced,74023,Contract,West,0,1.2,0
E01961,53,Female,Single,28142,Full-time,South,0,9.6,0
E01962,19,Female,Married,44336,Full-time,North,0,0.6,1
E01963,32,Male,Single,20000,Contract,East,0,2.0,0
E01964,51,Male,Married,55184,Full-time,Central,1,0.6,0
E01965,53,Male,Single,39021,Full-time,East,0,7.0,0
E01966,23,Female,Single,20364,Full-time,North,1,2.7,0
E01967,56,Female,Single,58910,Full-time,West,0,7.7,1
E01968,59,Male,Single,47647,Full-time,South,1,8.8,0
E01969,29,Female,Single,45395,Full-time,East,1,2.0,1
E01970,20,Female,Married,66911,Full-time,South,0,8.3,0
E01971,62,Male,Single,38281,Contract,West,1,0.0,0
E01972,35,Male,Single,59659,Full-time,North,1,0.6,0
E01973,57,Female,Single,61839,Full-time,East,1,4.0,0
E01974,38,Female,Divorced,41562,Full-time,North,1,2.2,1
E01975,32,Male,Married,50127,Part-time,Central,1,14.1,1
E01976,50,Male,Married,75181,Full-time,North,0,4.6,0
E01977,52,Female,Single,34853,Full-time,West,0,3.3,1
E01978,43,Male,Single,58323,Full-time,West,1,7.3,0
E01979,25,Female,Single,50931,Contract,Central,0,1.2,0
E01980,53,Female,Married,69060,Part-time,North,1,0.6,1
E01981,47,Male,Married,49493,Full-time,West,0,2.4,0
E01982,40,Male,Divorced,60286,Contract,West,0,0.8,0
E01983,59,Female,Divorced,25992,Full-time,West,1,0.8,1
E01984,61,Male,Married,20000,Full-time,West,0,1.1,0
E01985,31,Male,Married,34261,Full-time,South,1,3.4,0
E01986,31,Female,Single,43376,Full-time,East,0,0.1,1
E01987,19,Male,Single,44687,Part-time,South,0,5.7,0
E01988,54,Male,Divorced,66384,Full-time,West,0,2.8,0
E01989,22,Male,Single,44105,Part-time,North,1,1.1,0
E01990,55,Female,Widowed,50357,Full-time,South,1,0.4,0
E01991,62,Male,Married,52093,Full-time,Central,1,4.7,0
E01992,58,Other,Married,40527,Part-time,East,1,1.7,1
E01993,64,Female,Single,49725,Contract,North,1,1.7,1
E01994,31,Male,Married,65767,Full-time,South,1,1.9,1
E01995,56,Male,Married,54487,Full-time,East,0,1.6,0
E01996,42,Male,Single,58898,Part-time,South,1,2.2,0
E01997,37,Female,Single,54998,Contract,Central,1,3.0,0
E01998,19,Female,Single,74706,Full-time,West,0,1.7,0
E01999,56,Female,Married,34213,Full-time,Central,0,10.8,1
E02000,23,Male,Single,87509,Part-time,West,0,1.5,1
E02001,34,Female,Married,64945,Full-time,East,1,0.7,1
E02002,42,Male,Married,67672,Full-time,South,1,11.8,1
E02003,45,Female,Single,69649,Full-time,South,0,1.1,1
E02004,19,Female,Married,65545,Contract,Central,1,2.9,0
E02005,52,Male,Single,30648,Part-time,North,1,5.3,0
E02006,54,Male,Married,33004,Full-time,East,1,0.0,0
E02007,22,Female,Single,60488,Full-time,West,1,1.0,0
E02008,18,Female,Single,58663,Part-time,East,0,2.3,0
E02009,57,Male,Single,63287,Part-time,Central,1,1.8,0
E02010,29,Male,Married,50699,Full-time,South,0,0.2,0
E02011,53,Female,Single,30240,Full-time,West,1,1.8,0
E02012,62,Male,Single,48348,Contract,West,0,0.3,0
E02013,40,Male,Single,61120,Full-time,West,0,0.9,1
E02014,64,Male,Single,46202,Full-time,West,0,4.1,1
E02015,48,Male,Married,49928,Part-time,East,0,0.6,1
E02016,28,Female,Married,50450,Part-time,East,1,3.3,1
E02017,27,Other,Divorced,42169,Part-time,Central,1,10.8,0
E02018,20,Female,Single,37791,Full-time,South,1,0.9,0
E02019,31,Male,Single,81625,Intern,South,1,0.9,0
E02020,33,Female,Married,73379,Full-time,East,1,9.2,0
E02021,27,Female,Married,66052,Full-time,Central,1,3.3,1
E02022,46,Male,Single,56225,Full-time,North,1,4.4,1
E02023,27,Female,Married,34929,Full-time,West,0,4.7,1
E02024,29,Male,Married,63309,Full-time,South,0,3.9,1
E02025,47,Other,Single,66729,Full-time,West,0,11.3,0
E02026,58,Male,Married,44832,Full-time,South,0,1.0,0
E02027,18,Female,Single,33984,Full-time,North,0,2.2,0
E02028,22,Male,Divorced,56403,Part-time,South,0,3.3,0
E02029,37,Male,Married,66018,Contract,North,1,3.7,0
E02030,25,Male,Single,40399,Full-time,South,1,0.6,0
E02031,60,Female,Married,57930,Intern,East,1,6.3,0
E02032,29,Female,Widowed,36388,Contract,West,1,5.1,1
E02033,18,Female,Married,32949,Full-time,Central,1,0.9,1
E02034,37,Female,Single,53073,Contract,Central,1,2.4,0
E02035,45,Female,Married,37784,Full-time,South,0,1.0,1
E02036,60,Male,Married,56451,Contract,Central,1,1.4,1
E02037,54,Male,Single,25768,Contract,West,1,2.3,0
E02038,64,Female,Single,37144,Contract,East,0,2.3,0
E02039,54,Female,Married,65436,Full-time,East,0,2.3,0
E02040,29,Female,Married,60387,Part-time,North,0,2.4,0
E02041,54,Male,Single,56285,Full-time,Central,1,3.0,0
E02042,61,Male,Married,43317,Full-time,West,0,0.0,0
E02043,45,Female,Married,50205,Full-time,Central,1,0.5,0
E02044,64,Female,Single,46628,Full-time,West,1,1.9,0
E02045,32,Male,Single,85006,Contract,North,1,3.7,1
E02046,23,Female,Married,54746,Contract,Central,1,2.1,0
E02047,61,Female,Married,38500,Intern,East,1,3.0,0
E02048,37,Male,Married,48786,Full-time,North,0,10.6,0
E02049,31,Female,Single,24791,Part-time,Central,0,3.9,0
E02050,19,Female,Married,21443,Part-time,East,1,8.4,0
E02051,26,Female,Divorced,71940,Full-time,East,0,0.1,1
E02052,54,Female,Single,54105,Full-time,West,0,1.8,0
E02053,37,Female,Single,43226,Full-time,East,1,1.3,0
E02054,43,Male,Married,49602,Intern,South,0,3.7,0
E02055,46,Male,Single,48437,Intern,Central,1,8.0,0
E02056,18,Male,Single,51013,Contract,Central,0,0.1,1
E02057,52,Male,Single,67216,Full-time,West,0,0.2,0
E02058,23,Male,Single,58031,Full-time,East,1,3.4,1
E02059,54,Male,Married,43856,Contract,West,0,1.3,0
E02060,22,Male,Single,23766,Full-time,South,1,0.7,0
E02061,50,Male,Divorced,34965,Full-time,West,1,9.3,1
E02062,31,Female,Married,61376,Full-time,Central,1,0.0,0
E02063,29,Male,Married,73431,Intern,West,1,1.0,0
E02064,59,Female,Single,36830,Full-time,Central,1,1.2,0
E02065,37,Female,Married,34563,Full-time,North,0,4.6,0
E02066,41,Male,Married,43514,Part-time,South,0,2.5,0
E02067,60,Female,Married,76766,Full-time,South,0,1.2,0
E02068,51,Female,Married,52215,Intern,Central,1,0.6,0
E02069,42,Male,Married,38566,Full-time,North,1,0.7,0
E02070,46,Male,Married,44583,Contract,East,0,0.1,1
E02071,56,Male,Married,42077,Part-time,West,0,5.4,1
E02072,48,Male,Married,60561,Part-time,East,1,0.4,1
E02073,64,Male,Single,79302,Contract,North,1,5.2,1
E02074,60,Female,Single,51962,Full-time,South,1,0.4,0
E02075,40,Female,Divorced,66406,Full-time,East,1,7.1,1
E02076,61,Female,Single,29808,Full-time,North,1,3.4,1
E02077,55,Male,Married,85115,Full-time,South,1,1.3,0
E02078,37,Male,Single,29913,Part-time,East,1,1.5,0
E02079,40,Male,Married,68177,Full-time,South,1,1.0,1
E02080,62,Male,Married,55079,Full-time,Central,1,0.7,1
E02081,33,Male,Single,31128,Full-time,South,0,7.3,1
E02082,59,Female,Married,62516,Part-time,South,0,0.6,0
E02083,25,Male,Married,49563,Full-time,North,1,0.6,0
E02084,38,Female,Married,36324,Contract,North,1,1.3,0
E02085,18,Male,Married,50161,Full-time,West,1,12.5,1
E02086,25,Other,Single,25252,Part-time,North,1,1.9,0
E02087,46,Female,Married,42764,Contract,Central,1,1.3,1
E02088,49,Female,Single,35533,Full-time,Central,0,19.6,0
E02089,55,Male,Single,47264,Contract,South,1,4.0,0
E02090,22,Female,Divorced,24038,Part-time,North,0,8.7,0
E02091,64,Female,Married,23135,Contract,West,0,0.9,0
E02092,39,Female,Married,37263,Full-time,North,0,4.2,0
E02093,64,Female,Married,49425,Full-time,West,0,6.6,1
E02094,51,Female,Single,35401,Contract,South,1,2.3,1
E02095,18,Male,Married,56923,Part-time,Central,1,1.7,0
E02096,43,Female,Married,60531,Full-time,North,1,1.1,0
E02097,60,Female,Single,37337,Contract,North,0,2.5,0
E02098,27,Male,Married,70857,Contract,Central,1,0.6,1
E02099,47,Male,Married,45456,Full-time,Central,1,1.7,1
E02100,35,Male,Single,77472,Full-time,East,0,3.4,1
E02101,34,Female,Married,46105,Full-time,East,0,3.2,0
E02102,43,Male,Single,33175,Contract,East,1,3.6,0
E02103,25,Male,Single,68421,Full-time,Central,0,2.6,0
E02104,64,Male,Married,34378,Full-time,East,1,0.0,0
E02105,57,Female,Divorced,67065,Part-time,North,1,0.1,0
E02106,29,Male,Married,51809,Full-time,Central,0,2.6,1
E02107,44,Female,Married,41661,Full-time,North,1,10.1,1
E02108,25,Male,Divorced,38473,Full-time,Central,1,0.6,0
E02109,42,Female,Divorced,48706,Full-time,South,1,3.8,0
E02110,63,Other,Single,60197,Full-time,North,0,1.7,1
E02111,21,Male,Married,49398,Full-time,Central,1,0.4,0
E02112,50,Male,Single,72192,Contract,West,0,0.1,0
E02113,18,Female,Married,32363,Full-time,Central,0,3.7,0
E02114,36,Male,Divorced,48550,Part-time,South,1,0.5,0
E02115,48,Male,Single,66509,Part-time,Central,1,1.1,0
E02116,33,Female,Married,31941,Full-time,South,1,1.5,0
E02117,31,Other,Married,65603,Full-time,East,0,3.7,1
E02118,22,Female,Single,50296,Full-time,North,0,1.5,0
E02119,58,Male,Single,51651,Full-time,South,0,1.5,0
E02120,43,Male,Married,44906,Contract,West,1,4.7,0
E02121,45,Male,Single,31865,Part-time,North,0,0.0,1
E02122,19,Female,Married,48817,Contract,Central,1,4.2,0
E02123,23,Female,Married,41663,Part-time,Central,1,2.2,0
E02124,26,Female,Married,72864,Full-time,South,1,2.3,0
E02125,50,Male,Single,57656,Full-time,West,0,1.3,0
E02126,58,Female,Married,50517,Full-time,South,1,0.3,0
E02127,42,Male,Single,69766,Full-time,West,0,0.3,1
E02128,30,Male,Divorced,49158,Full-time,South,0,1.3,1
E02129,26,Female,Single,60543,Full-time,East,0,3.8,0
E02130,30,Male,Divorced,67463,Full-time,East,0,6.7,1
E02131,48,Female,Married,45916,Full-time,East,0,5.0,0
E02132,58,Female,Married,56524,Full-time,South,0,4.8,1
E02133,28,Female,Single,43449,Full-time,North,0,0.0,0
E02134,21,Female,Single,67192,Full-time,Central,0,0.6,1
E02135,51,Female,Married,49591,Full-time,North,1,8.7,0
E02136,55,Female,Single,70559,Full-time,Central,1,6.1,1
E02137,63,Male,Divorced,52982,Full-time,West,0,0.4,1
E02138,21,Male,Single,88187,Full-time,East,0,3.0,0
E02139,55,Female,Widowed,39392,Full-time,East,1,1.7,0
E02140,36,Female,Married,62895,Full-time,Central,0,0.0,0
E02141,23,Female,Single,49352,Contract,East,1,4.8,1
E02142,51,Male,Married,46623,Full-time,North,1,8.6,0
E02143,35,Male,Single,21529,Intern,South,0,7.6,0
E02144,30,Male,Single,51091,Full-time,East,1,1.5,1
E02145,58,Female,Single,35385,Full-time,East,1,4.7,1
E02146,40,Female,Divorced,45354,Part-time,West,0,2.1,0
E02147,36,Female,Married,35975,Part-time,South,1,11.7,0
E02148,62,Male,Married,37982,Full-time,Central,1,9.9,1
E02149,28,Male,Single,33909,Full-time,South,1,4.5,0
E02150,18,Female,Married,34064,Part-time,South,0,1.9,0
E02151,41,Female,Single,26132,Full-time,Central,1,7.0,0
E02152,24,Male,Single,55643,Full-time,South,1,0.8,0
E02153,42,Female,Single,50271,Contract,West,1,0.7,0
E02154,38,Male,Married,60616,Full-time,North,0,2.5,0
E02155,32,Female,Married,44121,Full-time,South,0,5.1,0
E02156,18,Female,Single,40103,Full-time,North,0,0.2,0
E02157,29,Female,Widowed,48682,Full-time,West,0,4.6,0
E02158,24,Female,Single,60525,Part-time,West,1,8.9,0
E02159,32,Male,Married,54497,Full-time,South,0,2.4,0
E02160,38,Female,Single,50194,Full-time,East,0,0.7,0
E02161,36,Female,Single,59965,Full-time,South,1,3.0,0
E02162,46,Female,Divorced,50075,Full-time,North,1,0.7,0
E02163,42,Female,Married,41127,Intern,West,0,1.5,0
E02164,50,Male,Married,63613,Full-time,North,0,3.6,1
E02165,49,Female,Divorced,31274,Full-time,North,0,1.4,0
E02166,52,Female,Married,28694,Full-time,Central,1,2.0,0
E02167,61,Male,Married,49625,Full-time,West,0,2.4,0
E02168,55,Female,Married,51287,Contract,West,0,1.2,0
E02169,43,Male,Single,53495,Full-time,North,1,0.2,1
E02170,28,Male,Married,45085,Part-time,West,0,2.1,0
E02171,52,Male,Married,70296,Full-time,South,0,2.0,0
E02172,25,Female,Single,27521,Part-time,Central,1,1.7,0
E02173,63,Female,Divorced,52024,Contract,South,0,0.6,0
E02174,31,Female,Single,61379,Full-time,East,0,0.2,0
E02175,27,Female,Divorced,70765,Full-time,East,1,5.3,0
E02176,19,Male,Single,70014,Full-time,North,1,2.3,0
E02177,63,Male,Single,33557,Full-time,East,1,11.8,0
E02178,26,Male,Single,55432,Full-time,South,0,11.4,1
E02179,20,Female,Divorced,46789,Contract,East,0,2.6,0
E02180,38,Female,Single,49715,Full-time,North,0,2.0,1
E02181,43,Male,Married,67008,Part-time,West,1,0.6,1
E02182,25,Female,Married,78498,Full-time,Central,0,1.4,0
E02183,19,Female,Single,53913,Full-time,North,0,4.6,0
E02184,23,Male,Widowed,20214,Part-time,North,0,9.9,0
E02185,45,Female,Single,24974,Contract,North,1,2.7,0
E02186,46,Female,Married,49302,Full-time,South,0,2.9,0
E02187,43,Female,Married,64963,Full-time,West,1,8.6,1
E02188,42,Male,Single,38218,Part-time,North,0,0.4,1
E02189,29,Female,Single,47132,Part-time,West,1,2.8,0
E02190,22,Female,Married,74268,Contract,North,1,2.6,0
E02191,51,Male,Divorced,44052,Full-time,South,1,0.7,0
E02192,54,Female,Single,76292,Part-time,North,1,4.5,0
E02193,32,Male,Single,43545,Full-time,East,1,0.4,0
E02194,61,Female,Widowed,63564,Full-time,South,1,0.2,0
E02195,53,Female,Single,51152,Full-time,North,0,2.0,0
E02196,32,Female,Married,61649,Full-time,North,1,1.1,1
E02197,60,Male,Married,80129,Contract,North,1,1.7,0
E02198,40,Male,Single,56295,Full-time,East,0,0.4,0
E02199,23,Male,Married,68916,Full-time,East,0,1.8,1
E02200,63,Male,Divorced,36580,Part-time,North,0,1.7,0
E02201,61,Male,Married,36028,Part-time,East,0,10.2,1
E02202,60,Female,Married,25513,Full-time,North,1,3.8,0
E02203,62,Male,Married,34165,Full-time,East,1,7.6,0
E02204,38,Female,Married,72758,Full-time,West,1,4.6,0
E02205,40,Male,Single,54971,Full-time,North,1,4.7,0
E02206,60,Female,Married,45988,Intern,North,1,6.0,1
E02207,33,Female,Single,53062,Full-time,Central,1,0.9,0
E02208,64,Female,Single,60202,Contract,Central,1,1.7,1
E02209,32,Other,Divorced,61677,Full-time,South,0,6.2,1
E02210,42,Male,Married,53278,Part-time,West,0,0.2,0
E02211,53,Male,Widowed,70740,Full-time,West,0,0.2,0
E02212,28,Male,Single,35438,Full-time,South,0,3.1,0
E02213,32,Male,Married,44740,Part-time,Central,0,7.2,0
E02214,21,Female,Married,67553,Full-time,South,0,4.7,0
E02215,38,Female,Widowed,64345,Part-time,Central,1,4.8,0
E02216,30,Female,Divorced,55562,Full-time,North,1,1.3,0
E02217,39,Male,Widowed,41856,Contract,South,1,2.7,1
E02218,36,Other,Widowed,61813,Intern,East,1,4.4,0
E02219,51,Female,Single,36362,Part-time,Central,1,4.7,0
E02220,31,Male,Married,67730,Full-time,North,0,2.6,0
E02221,21,Male,Single,72825,Full-time,East,1,4.8,1
E02222,63,Female,Married,41358,Part-time,East,1,0.1,0
E02223,44,Other,Widowed,88824,Contract,West,1,8.6,1
E02224,46,Male,Single,35039,Full-time,Central,0,6.1,0
E02225,64,Male,Married,47164,Part-time,North,1,0.2,0
E02226,45,Female,Married,46795,Full-time,Central,0,1.6,1
E02227,52,Female,Single,48442,Part-time,North,1,7.6,1
E02228,25,Male,Single,71372,Contract,Central,1,2.2,0
E02229,33,Female,Single,56565,Contract,East,1,0.3,1
E02230,59,Female,Single,37528,Part-time,West,1,10.2,0
E02231,53,Female,Married,51635,Full-time,South,0,1.3,0
E02232,47,Female,Married,59948,Contract,Central,0,2.2,0
E02233,35,Female,Single,57812,Full-time,East,1,3.0,1
E02234,19,Male,Widowed,68332,Full-time,South,0,5.4,0
E02235,30,Female,Married,51340,Contract,South,1,6.2,1
E02236,21,Male,Married,61993,Full-time,South,0,3.2,0
E02237,43,Female,Single,47864,Part-time,East,0,8.9,0
E02238,42,Male,Married,40298,Full-time,North,1,0.7,1
E02239,47,Female,Single,32879,Full-time,South,1,7.1,0
E02240,28,Male,Married,73497,Full-time,West,0,0.6,0
E02241,24,Female,Married,27367,Full-time,North,0,6.7,1
E02242,48,Male,Single,53810,Full-time,East,0,0.7,0
E02243,61,Female,Divorced,56144,Full-time,South,0,3.8,1
E02244,27,Female,Married,35289,Full-time,East,0,5.1,1
E02245,56,Female,Single,63514,Part-time,East,1,1.5,0
E02246,30,Female,Widowed,29742,Full-time,South,0,0.4,0
E02247,48,Male,Married,41304,Contract,East,1,1.4,0
E02248,24,Female,Married,64470,Full-time,West,0,0.2,0
E02249,59,Female,Married,30488,Contract,West,1,3.2,0
E02250,59,Female,Single,62254,Part-time,Central,0,3.6,1
E02251,53,Female,Widowed,66736,Full-time,South,1,0.9,0
E02252,37,Female,Married,66096,Full-time,South,1,3.2,0
E02253,21,Male,Single,55615,Contract,South,1,0.2,1
E02254,24,Female,Divorced,37421,Intern,Central,1,0.1,1
E02255,18,Female,Married,35146,Intern,West,1,1.6,0
E02256,61,Female,Married,42449,Full-time,West,0,2.0,0
E02257,62,Female,Married,20000,Full-time,South,0,0.1,0
E02258,59,Male,Single,50348,Full-time,East,1,2.7,1
E02259,64,Male,Single,48273,Full-time,North,0,5.4,0
E02260,30,Male,Single,51138,Full-time,North,1,1.6,0
E02261,39,Male,Divorced,46396,Full-time,South,1,4.1,0
E02262,38,Female,Single,52650,Part-time,South,1,0.5,1
E02263,39,Female,Single,51189,Part-time,West,0,2.3,0
E02264,45,Male,Single,28098,Full-time,West,0,4.7,0
E02265,26,Male,Single,54199,Full-time,East,1,3.4,0
E02266,43,Female,Married,49683,Full-time,West,1,4.5,0
E02267,26,Female,Widowed,24112,Contract,North,0,3.8,0
E02268,32,Female,Single,63422,Contract,North,1,0.4,0
E02269,27,Female,Married,45525,Full-time,West,1,0.3,0
E02270,41,Female,Married,59534,Full-time,North,0,11.1,1
E02271,59,Male,Married,49335,Full-time,North,0,2.0,0
E02272,25,Male,Divorced,23296,Full-time,North,1,4.0,0
E02273,41,Male,Married,53757,Full-time,North,1,3.4,0
E02274,33,Male,Single,57446,Full-time,Central,1,0.1,1
E02275,43,Female,Widowed,67558,Full-time,South,1,2.1,1
E02276,44,Female,Married,63784,Part-time,East,0,2.2,1
E02277,54,Male,Single,67974,Full-time,Central,0,5.0,1
E02278,21,Female,Single,61045,Full-time,East,0,9.8,0
E02279,41,Male,Widowed,42625,Part-time,Central,1,1.0,0
E02280,36,Female,Married,42979,Contract,Central,0,0.2,1
E02281,53,Female,Married,64834,Full-time,East,0,1.9,0
E02282,56,Male,Married,44174,Full-time,South,1,0.1,0
E02283,27,Male,Married,57947,Contract,West,0,1.5,0
E02284,42,Female,Single,75640,Full-time,Central,0,1.0,0
E02285,35,Female,Married,40731,Full-time,South,0,0.8,0
E02286,36,Male,Married,60924,Full-time,West,1,0.0,0
E02287,53,Female,Married,37954,Part-time,East,1,0.9,0
E02288,27,Female,Single,58796,Full-time,Central,1,1.2,1
E02289,50,Male,Single,74205,Part-time,West,1,7.3,0
E02290,22,Male,Married,70081,Full-time,South,1,0.3,1
E02291,64,Male,Married,44223,Full-time,West,0,4.4,0
E02292,52,Female,Married,73605,Full-time,East,0,3.9,0
E02293,61,Other,Married,46628,Full-time,West,1,1.2,1
E02294,51,Female,Married,84327,Full-time,North,0,7.1,0
E02295,50,Female,Divorced,50486,Full-time,Central,1,3.2,1
E02296,38,Female,Single,59942,Full-time,South,1,0.3,1
E02297,34,Female,Single,59486,Full-time,South,1,0.7,0
E02298,39,Female,Married,33591,Full-time,Central,0,1.5,0
E02299,54,Male,Single,70643,Part-time,Central,0,10.3,0
E02300,32,Female,Married,53293,Part-time,North,1,0.9,1
E02301,52,Female,Divorced,41661,Full-time,North,1,1.7,0
E02302,45,Female,Married,38730,Full-time,South,1,2.5,0
E02303,24,Male,Divorced,40959,Full-time,West,0,1.3,1
E02304,49,Female,Married,48845,Part-time,Central,0,3.6,0
E02305,28,Female,Married,33991,Part-time,North,0,3.2,0
E02306,27,Male,Married,37754,Full-time,North,0,0.2,0
E02307,26,Female,Single,24077,Contract,North,1,1.7,1
E02308,31,Male,Single,37860,Intern,West,0,4.6,0
E02309,30,Female,Married,70465,Intern,South,0,3.1,1
E02310,42,Female,Divorced,68018,Intern,South,0,1.8,0
E02311,19,Female,Married,54050,Contract,North,0,3.9,1
E02312,52,Male,Single,81594,Full-time,West,0,3.3,0
E02313,24,Male,Single,68222,Full-time,West,1,5.5,0
E02314,38,Female,Widowed,56520,Contract,South,1,0.2,0
E02315,35,Male,Married,58152,Full-time,Central,0,2.3,0
E02316,20,Female,Divorced,51331,Full-time,North,0,3.2,1
E02317,59,Male,Married,31109,Full-time,West,0,3.4,0
E02318,56,Female,Married,46002,Part-time,Central,1,7.7,0
E02319,58,Female,Married,20000,Full-time,East,0,1.6,0
E02320,28,Male,Single,33584,Full-time,North,0,4.8,0
E02321,56,Female,Married,70819,Part-time,East,1,4.6,1
E02322,41,Female,Married,51161,Intern,South,1,0.9,0
E02323,63,Female,Married,34008,Full-time,South,0,0.9,1
E02324,36,Male,Married,57905,Part-time,South,0,8.6,1
E02325,21,Female,Single,59065,Full-time,West,0,1.2,0
E02326,43,Male,Married,73130,Full-time,West,1,1.6,1
E02327,55,Male,Single,76674,Full-time,Central,1,2.8,0
E02328,59,Male,Single,61718,Contract,East,0,1.1,0
E02329,49,Female,Married,27280,Contract,South,0,3.3,0
E02330,56,Male,Single,84205,Part-time,South,0,1.0,1
E02331,62,Female,Married,70300,Full-time,West,1,2.2,0
E02332,63,Male,Single,62737,Part-time,West,0,2.5,1
E02333,53,Male,Single,49749,Full-time,West,1,4.8,0
E02334,57,Female,Single,26752,Full-time,North,1,5.9,0
E02335,54,Male,Single,41599,Part-time,East,0,3.4,0
E02336,50,Female,Married,49236,Part-time,East,0,0.9,1
E02337,53,Male,Married,43986,Contract,North,0,1.9,0
E02338,20,Male,Divorced,66401,Full-time,South,1,2.5,0
E02339,26,Male,Single,48852,Contract,Central,0,1.1,0
E02340,25,Male,Married,38350,Full-time,Central,0,8.4,0
E02341,50,Male,Married,57510,Full-time,South,0,0.3,1
E02342,23,Female,Single,37561,Contract,Central,0,5.4,1
E02343,58,Female,Married,25524,Full-time,West,1,1.7,0
E02344,56,Female,Married,57641,Full-time,East,1,8.7,1
E02345,21,Female,Married,48912,Part-time,West,0,2.3,0
E02346,30,Female,Married,52352,Contract,Central,1,3.9,0
E02347,19,Female,Married,70643,Full-time,Central,1,4.0,0
E02348,22,Male,Single,53764,Full-time,East,1,3.6,0
E02349,61,Male,Married,58537,Part-time,West,1,0.2,0
E02350,44,Male,Divorced,50257,Part-time,East,1,2.9,0
E02351,49,Male,Single,62149,Contract,Central,1,6.8,1
E02352,38,Male,Married,20000,Part-time,East,0,5.6,0
E02353,25,Female,Married,38384,Full-time,East,0,7.4,0
E02354,55,Male,Married,44207,Full-time,Central,1,1.8,0
E02355,25,Other,Married,42808,Full-time,East,0,1.8,0
E02356,20,Male,Single,38125,Full-time,West,1,5.0,0
E02357,61,Male,Married,48770,Full-time,Central,1,1.1,0
E02358,20,Other,Married,47964,Full-time,East,1,4.3,1
E02359,39,Female,Married,48762,Full-time,South,1,2.1,1
E02360,23,Male,Married,53006,Full-time,West,0,0.9,0
E02361,19,Female,Married,57466,Full-time,West,1,3.1,0
E02362,40,Female,Married,38360,Full-time,West,1,1.1,1
E02363,61,Female,Married,42164,Full-time,North,1,3.3,1
